Time,GaugeHeight_m,Flow_m3_s,Source
4/13/2025 17:00,0.730112812,1.551735017,TimeView
4/13/2025 17:15,0.733889429,1.564800818,TimeView
4/13/2025 17:30,0.733889429,1.564800818,TimeView
4/13/2025 17:45,0.733889429,1.564800818,TimeView
4/13/2025 18:00,0.734833583,1.568073851,TimeView
4/13/2025 18:15,0.734833583,1.568073851,TimeView
4/13/2025 18:30,0.734833583,1.568073851,TimeView
4/13/2025 18:45,0.736721891,1.574627805,TimeView
4/13/2025 19:00,0.736721891,1.574627805,TimeView
4/13/2025 19:15,0.741442663,1.591058652,TimeView
4/13/2025 19:30,0.7386102,1.581192269,TimeView
4/13/2025 19:45,0.740498508,1.587767235,TimeView
4/13/2025 20:00,0.740498508,1.587767235,TimeView
4/13/2025 20:15,0.740498508,1.587767235,TimeView
4/13/2025 20:30,0.741442663,1.591058652,TimeView
4/13/2025 20:45,0.743330971,1.597649349,TimeView
4/13/2025 21:00,0.741442663,1.591058652,TimeView
4/13/2025 21:15,0.74521928,1.604250522,TimeView
4/13/2025 21:30,0.74521928,1.604250522,TimeView
4/13/2025 21:45,0.74521928,1.604250522,TimeView
4/13/2025 22:00,0.74521928,1.604250522,TimeView
4/13/2025 22:15,0.74521928,1.604250522,TimeView
4/13/2025 22:30,0.747107588,1.610862161,TimeView
4/13/2025 22:45,0.74521928,1.604250522,TimeView
4/13/2025 23:00,0.747107588,1.610862161,TimeView
4/13/2025 23:15,0.747107588,1.610862161,TimeView
4/13/2025 23:30,0.747107588,1.610862161,TimeView
4/13/2025 23:45,0.747107588,1.610862161,TimeView
4/14/2025,0.747107588,1.610862161,TimeView
4/14/2025 0:15,0.747107588,1.610862161,TimeView
4/14/2025 0:30,0.747107588,1.610862161,TimeView
4/14/2025 0:45,0.747107588,1.610862161,TimeView
4/14/2025 1:00,0.747107588,1.610862161,TimeView
4/14/2025 1:15,0.747107588,1.610862161,TimeView
4/14/2025 1:30,0.74521928,1.604250522,TimeView
4/14/2025 1:45,0.74521928,1.604250522,TimeView
4/14/2025 2:00,0.74521928,1.604250522,TimeView
4/14/2025 2:15,0.74521928,1.604250522,TimeView
4/14/2025 2:30,0.74521928,1.604250522,TimeView
4/14/2025 2:45,0.74521928,1.604250522,TimeView
4/14/2025 3:00,0.743330971,1.597649349,TimeView
4/14/2025 3:15,0.743330971,1.597649349,TimeView
4/14/2025 3:30,0.741442663,1.591058652,TimeView
4/14/2025 3:45,0.741442663,1.591058652,TimeView
4/14/2025 4:00,0.740498508,1.587767235,TimeView
4/14/2025 4:15,0.740498508,1.587767235,TimeView
4/14/2025 4:30,0.7386102,1.581192269,TimeView
4/14/2025 4:45,0.7386102,1.581192269,TimeView
4/14/2025 5:00,0.736721891,1.574627805,TimeView
4/14/2025 5:15,0.734833583,1.568073851,TimeView
4/14/2025 5:30,0.734833583,1.568073851,TimeView
4/14/2025 5:45,0.733889429,1.564800818,TimeView
4/14/2025 6:00,0.73200112,1.55826265,TimeView
4/14/2025 6:15,0.730112812,1.551735017,TimeView
4/14/2025 6:30,0.728224503,1.545217931,TimeView
4/14/2025 6:45,0.728224503,1.545217931,TimeView
4/14/2025 7:00,0.72539204,1.535462098,TimeView
4/14/2025 7:15,0.72539204,1.535462098,TimeView
4/14/2025 7:30,0.723503732,1.528971422,TimeView
4/14/2025 7:45,0.721615423,1.522491329,TimeView
4/14/2025 8:00,0.721615423,1.522491329,TimeView
4/14/2025 8:15,0.721615423,1.522491329,TimeView
4/14/2025 8:30,0.720671269,1.519255253,TimeView
4/14/2025 8:45,0.718782961,1.512791053,TimeView
4/14/2025 9:00,0.716894652,1.506337461,TimeView
4/14/2025 9:15,0.716894652,1.506337461,TimeView
4/14/2025 9:30,0.716894652,1.506337461,TimeView
4/14/2025 9:45,0.713118035,1.493462143,TimeView
4/14/2025 10:00,0.713118035,1.493462143,TimeView
4/14/2025 10:15,0.712173881,1.49024996,TimeView
4/14/2025 10:30,0.712173881,1.49024996,TimeView
4/14/2025 10:45,0.712173881,1.49024996,TimeView
4/14/2025 11:00,0.710285572,1.48383358,TimeView
4/14/2025 11:15,0.708397264,1.477427855,TimeView
4/14/2025 11:30,0.70745311,1.474228992,TimeView
4/14/2025 11:45,0.705564801,1.467839271,TimeView
4/14/2025 12:00,0.705564801,1.467839271,TimeView
4/14/2025 12:15,0.705564801,1.467839271,TimeView
4/14/2025 12:30,0.703676493,1.461460232,TimeView
4/14/2025 12:45,0.703676493,1.461460232,TimeView
4/14/2025 13:00,0.703676493,1.461460232,TimeView
4/14/2025 13:15,0.703676493,1.461460232,TimeView
4/14/2025 13:30,0.701788184,1.455091886,TimeView
4/14/2025 13:45,0.699899876,1.448734244,TimeView
4/14/2025 14:00,0.699899876,1.448734244,TimeView
4/14/2025 14:15,0.699899876,1.448734244,TimeView
4/14/2025 14:30,0.698955722,1.445559441,TimeView
4/14/2025 14:45,0.657412935,1.308540969,TimeView
4/14/2025 15:00,0.657412935,1.308540969,TimeView
4/14/2025 15:15,0.657412935,1.308540969,TimeView
4/14/2025 15:30,0.657412935,1.308540969,TimeView
4/14/2025 15:45,0.653636318,1.296346155,TimeView
4/14/2025 16:00,0.653636318,1.296346155,TimeView
4/14/2025 16:15,0.653636318,1.296346155,TimeView
4/14/2025 16:30,0.652692164,1.293304318,TimeView
4/14/2025 16:45,0.650803855,1.287228895,TimeView
4/14/2025 17:00,0.650803855,1.287228895,TimeView
4/14/2025 17:15,0.650803855,1.287228895,TimeView
4/14/2025 17:30,0.650803855,1.287228895,TimeView
4/14/2025 17:45,0.650803855,1.287228895,TimeView
4/14/2025 18:00,0.648915547,1.281164483,TimeView
4/14/2025 18:15,0.647027238,1.275111094,TimeView
4/14/2025 18:30,0.647027238,1.275111094,TimeView
4/14/2025 18:45,0.647027238,1.275111094,TimeView
4/14/2025 19:00,0.646083084,1.272088537,TimeView
4/14/2025 19:15,0.646083084,1.272088537,TimeView
4/14/2025 19:30,0.644194775,1.266051704,TimeView
4/14/2025 19:45,0.642306467,1.260025925,TimeView
4/14/2025 20:00,0.642306467,1.260025925,TimeView
4/14/2025 20:15,0.642306467,1.260025925,TimeView
4/14/2025 20:30,0.640418158,1.254011211,TimeView
4/14/2025 20:45,0.640418158,1.254011211,TimeView
4/14/2025 21:00,0.639474004,1.251008007,TimeView
4/14/2025 21:15,0.639474004,1.251008007,TimeView
4/14/2025 21:30,0.639474004,1.251008007,TimeView
4/14/2025 21:45,0.637585696,1.245009913,TimeView
4/14/2025 22:00,0.637585696,1.245009913,TimeView
4/14/2025 22:15,-0.992968684,NA,TimeView
4/14/2025 22:30,-1.031679008,NA,TimeView
4/14/2025 22:45,-1.034511471,NA,TimeView
4/14/2025 23:00,-1.011851769,NA,TimeView
4/14/2025 23:15,-1.005242689,NA,TimeView
4/14/2025 23:30,-1.006186844,NA,TimeView
4/14/2025 23:45,-1.014684232,NA,TimeView
4/15/2025,-1.026958237,NA,TimeView
4/15/2025 0:15,-1.041120551,NA,TimeView
4/15/2025 0:30,-1.014684232,NA,TimeView
4/15/2025 0:45,-1.031679008,NA,TimeView
4/15/2025 1:00,-1.001466072,NA,TimeView
4/15/2025 1:15,-1.011851769,NA,TimeView
4/15/2025 1:30,-0.996745301,NA,TimeView
4/15/2025 1:45,-0.994856993,NA,TimeView
4/15/2025 2:00,-1.011851769,NA,TimeView
4/15/2025 2:15,0.605484451,1.144750208,TimeView
4/15/2025 2:30,0.604540297,1.141850574,TimeView
4/15/2025 2:45,0.604540297,1.141850574,TimeView
4/15/2025 3:00,0.604540297,1.141850574,TimeView
4/15/2025 3:15,0.604540297,1.141850574,TimeView
4/15/2025 3:30,0.602651989,1.136059797,TimeView
4/15/2025 3:45,0.602651989,1.136059797,TimeView
4/15/2025 4:00,0.602651989,1.136059797,TimeView
4/15/2025 4:15,0.602651989,1.136059797,TimeView
4/15/2025 4:30,0.60076368,1.130280352,TimeView
4/15/2025 4:45,0.60076368,1.130280352,TimeView
4/15/2025 5:00,0.597931217,1.121632463,TimeView
4/15/2025 5:15,0.598875372,1.124512254,TimeView
4/15/2025 5:30,0.597931217,1.121632463,TimeView
4/15/2025 5:45,0.597931217,1.121632463,TimeView
4/15/2025 6:00,0.596042909,1.115881409,TimeView
4/15/2025 6:15,0.596042909,1.115881409,TimeView
4/15/2025 6:30,0.5941546,1.110141734,TimeView
4/15/2025 6:45,0.5941546,1.110141734,TimeView
4/15/2025 7:00,0.592266292,1.104413452,TimeView
4/15/2025 7:15,0.592266292,1.104413452,TimeView
4/15/2025 7:30,0.592266292,1.104413452,TimeView
4/15/2025 7:45,0.592266292,1.104413452,TimeView
4/15/2025 8:00,0.592266292,1.104413452,TimeView
4/15/2025 8:15,0.591322138,1.101553588,TimeView
4/15/2025 8:30,0.591322138,1.101553588,TimeView
4/15/2025 8:45,0.589433829,1.095842421,TimeView
4/15/2025 9:00,0.589433829,1.095842421,TimeView
4/15/2025 9:15,0.587545521,1.090142682,TimeView
4/15/2025 9:30,0.587545521,1.090142682,TimeView
4/15/2025 9:45,0.585657212,1.084454383,TimeView
4/15/2025 10:00,0.585657212,1.084454383,TimeView
4/15/2025 10:15,0.585657212,1.084454383,TimeView
4/15/2025 10:30,0.585657212,1.084454383,TimeView
4/15/2025 10:45,0.585657212,1.084454383,TimeView
4/15/2025 11:00,0.584713058,1.081614529,TimeView
4/15/2025 11:15,0.584713058,1.081614529,TimeView
4/15/2025 11:30,0.584713058,1.081614529,TimeView
4/15/2025 11:45,0.584713058,1.081614529,TimeView
4/15/2025 12:00,0.584713058,1.081614529,TimeView
4/15/2025 12:15,0.584713058,1.081614529,TimeView
4/15/2025 12:30,0.58282475,1.075943418,TimeView
4/15/2025 12:45,0.585657212,1.084454383,TimeView
4/15/2025 13:00,0.585657212,1.084454383,TimeView
4/15/2025 13:15,0.585657212,1.084454383,TimeView
4/15/2025 13:30,0.584713058,1.081614529,TimeView
4/15/2025 13:45,0.584713058,1.081614529,TimeView
4/15/2025 14:00,0.584713058,1.081614529,TimeView
4/15/2025 14:15,0.584713058,1.081614529,TimeView
4/15/2025 14:30,0.58282475,1.075943418,TimeView
4/15/2025 14:45,0.58282475,1.075943418,TimeView
4/15/2025 15:00,0.580936441,1.070283782,TimeView
4/15/2025 15:15,0.58282475,1.075943418,TimeView
4/15/2025 15:30,0.579048133,1.064635637,TimeView
4/15/2025 15:45,0.579048133,1.064635637,TimeView
4/15/2025 16:00,0.579048133,1.064635637,TimeView
4/15/2025 16:15,0.579048133,1.064635637,TimeView
4/15/2025 16:30,0.579048133,1.064635637,TimeView
4/15/2025 16:45,0.579048133,1.064635637,TimeView
4/15/2025 17:00,0.579048133,1.064635637,TimeView
4/15/2025 17:15,0.579048133,1.064635637,TimeView
4/15/2025 17:30,0.579048133,1.064635637,TimeView
4/15/2025 17:45,0.579048133,1.064635637,TimeView
4/15/2025 18:00,0.579048133,1.064635637,TimeView
4/15/2025 18:15,0.579048133,1.064635637,TimeView
4/15/2025 18:30,0.579048133,1.064635637,TimeView
4/15/2025 18:45,0.579048133,1.064635637,TimeView
4/15/2025 19:00,0.579048133,1.064635637,TimeView
4/15/2025 19:15,0.579048133,1.064635637,TimeView
4/15/2025 19:30,0.58282475,1.075943418,TimeView
4/15/2025 19:45,0.584713058,1.081614529,TimeView
4/15/2025 20:00,0.585657212,1.084454383,TimeView
4/15/2025 20:15,0.587545521,1.090142682,TimeView
4/15/2025 20:30,0.589433829,1.095842421,TimeView
4/15/2025 20:45,0.591322138,1.101553588,TimeView
4/15/2025 21:00,0.592266292,1.104413452,TimeView
4/15/2025 21:15,0.592266292,1.104413452,TimeView
4/15/2025 21:30,0.5941546,1.110141734,TimeView
4/15/2025 21:45,0.596042909,1.115881409,TimeView
4/15/2025 22:00,0.597931217,1.121632463,TimeView
4/15/2025 22:15,0.597931217,1.121632463,TimeView
4/15/2025 22:30,0.598875372,1.124512254,TimeView
4/15/2025 22:45,0.598875372,1.124512254,TimeView
4/15/2025 23:00,0.602651989,1.136059797,TimeView
